Blancas;Negras;Resultado Blancas;Resultado Negras;ECO;Apertura;Variaci¢n
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.3 64-bit 4CPU;0,5;0,5;B03;Defensa Alekhine;
Caissa 1.13.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B04;Defensa Alekhine;
Stockfish 16 64-bit 4CPU;Caissa 1.13.1 64-bit 4CPU;1;0;B04;Defensa Alekhine;
Caissa 1.15 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B05;Defensa Alekhine;
Stockfish 16 64-bit 4CPU;Caissa 1.15 64-bit 4CPU;1;0;B05;Defensa Alekhine;
Seer 2.8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B03;Defensa Alekhine;
Stockfish 16 64-bit 4CPU;Seer 2.8.0 64-bit 4CPU;0,5;0,5;B03;Defensa Alekhine;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;B02;Defensa Alekhine;
Stockfish 16 64-bit 4CPU;ShashChess GZ 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
ShashChess GZ 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Stockfish 16 64-bit 4CPU;Booot 7.1 64-bit 4CPU;1;0;D44;Defensa Anti-Merano;
Booot 7.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D44;Defensa Anti-Merano;
Stockfish 16 64-bit 4CPU;Ethereal 14.00 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Ethereal 14.00 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Stockfish 16 64-bit 4CPU;Minic 3.31 64-bit 4CPU;1;0;D45;Defensa Anti-Merano;
Minic 3.31 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Stockfish 16 64-bit 4CPU;Rebel 16.2 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Rebel 16.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
RubiChess 20230918 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Stockfish 16 64-bit 4CPU;RubiChess 20230918 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Viridithas 11.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Stockfish 16 64-bit 4CPU;Viridithas 11.0.0 64-bit 4CPU;1;0;D45;Defensa Anti-Merano;
Seer 2.7.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Stockfish 16 64-bit 4CPU;Seer 2.7.0 64-bit 4CPU;1;0;D45;Defensa Anti-Merano;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Torch v2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;D44;Defensa Anti-Merano;
rofChade 3.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Dragon by Komodo 3.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Viridithas 11.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
Dragon by Komodo 3.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Defensa Anti-Merano;
rofChade 3.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A43;Defensa Benoni Antigua;
rofChade 3.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A43;Defensa Benoni Antigua;
Stockfish 16 64-bit 4CPU;Igel 3.5.0 64-bit 4CPU;1;0;A56;Defensa Benoni Checa;
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.2 64-bit 4CPU;0,5;0,5;A65;Defensa Benoni Moderna;
Dragon by Komodo 3.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A65;Defensa Benoni Moderna;
Stockfish 16 64-bit 4CPU;Ethereal 14.00 64-bit 4CPU;0,5;0,5;A65;Defensa Benoni Moderna;
Ethereal 14.00 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A65;Defensa Benoni Moderna;
Stockfish 16 64-bit 4CPU;Minic 3.31 64-bit 4CPU;1;0;A65;Defensa Benoni Moderna;
Minic 3.31 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A65;Defensa Benoni Moderna;
Stockfish 16 64-bit 4CPU;ShashChess GZ 64-bit 4CPU;0,5;0,5;A65;Defensa Benoni Moderna;
ShashChess GZ 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A65;Defensa Benoni Moderna;
Stockfish 16 64-bit 4CPU;Wasp 6.50 64-bit 4CPU;1;0;A61;Defensa Benoni Moderna;
Wasp 6.50 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A61;Defensa Benoni Moderna;
Stockfish 16 64-bit 4CPU;Koivisto 9.0 64-bit 4CPU;1;0;A61;Defensa Benoni Moderna;
Koivisto 9.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A61;Defensa Benoni Moderna;
Caissa 1.11 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A62;Defensa Benoni Moderna;
Stockfish 16 64-bit 4CPU;Caissa 1.11 64-bit 4CPU;1;0;A62;Defensa Benoni Moderna;
Clover 6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A62;Defensa Benoni Moderna;
Stockfish 16 64-bit 4CPU;Clover 6.0 64-bit 4CPU;1;0;A62;Defensa Benoni Moderna;
Seer 2.7.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A65;Defensa Benoni Moderna;
Stockfish 16 64-bit 4CPU;Seer 2.7.0 64-bit 4CPU;1;0;A65;Defensa Benoni Moderna;
Minic 3.39 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A62;Defensa Benoni Moderna;
Stockfish 16 64-bit 4CPU;Minic 3.39 64-bit 4CPU;1;0;A62;Defensa Benoni Moderna;
Alexandria 6.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A65;Defensa Benoni Moderna;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;0,5;0,5;A65;Defensa Benoni Moderna;
Igel 3.5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Stockfish 16 64-bit 4CPU;Igel 3.5.0 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Caissa 1.12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Stockfish 16 64-bit 4CPU;Caissa 1.12 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Caissa 1.12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;C65;Defensa Berlin;
Stockfish 16 64-bit 4CPU;Caissa 1.12 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Torch v1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Stockfish 16 64-bit 4CPU;Torch v1 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Obsidian 9.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Stockfish 16 64-bit 4CPU;Obsidian 9.0 64-bit 4CPU;1;0;C65;Defensa Berlin;
Obsidian 9.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Stockfish 16 64-bit 4CPU;Obsidian 9.0 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Stormphrax 4.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Stockfish 16 64-bit 4CPU;Stormphrax 4.0.0 64-bit 4CPU;1;0;C65;Defensa Berlin;
Booot 7.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;C65;Defensa Berlin;
Stockfish 16 64-bit 4CPU;Booot 7.3 64-bit 4CPU;1;0;C65;Defensa Berlin;
Booot 7.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C65;Defensa Berlin;
Stockfish 16 64-bit 4CPU;Booot 7.3 64-bit 4CPU;1;0;C65;Defensa Berlin;
Stockfish 16 64-bit 4CPU;Koivisto 9.0 64-bit 4CPU;1;0;B18;Defensa Caro-Kann;
Koivisto 9.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B18;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Berserk 11.1 64-bit 4CPU;1;0;B12;Defensa Caro-Kann;
Berserk 11.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Seer 2.6.0 64-bit 4CPU;1;0;B10;Defensa Caro-Kann;
Seer 2.6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B10;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;ShashChess GZ 64-bit 4CPU;0,5;0,5;B10;Defensa Caro-Kann;
ShashChess GZ 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B10;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Uralochka 3.39d 64-bit 4CPU;1;0;B11;Defensa Caro-Kann;
Uralochka 3.39d 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B11;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Wasp 6.50 64-bit 4CPU;1;0;B11;Defensa Caro-Kann;
Wasp 6.50 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B11;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Berserk 11.1 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Berserk 11.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.2 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Dragon by Komodo 3.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Ethereal 14.00 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Ethereal 14.00 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Rebel 16.2 64-bit 4CPU;1;0;B12;Defensa Caro-Kann;
Rebel 16.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Revenge 3.0 64-bit 4CPU;1;0;B12;Defensa Caro-Kann;
Revenge 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;RubiChess 20230410 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
RubiChess 20230410 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Seer 2.6.0 64-bit 4CPU;0,5;0,5;B10;Defensa Caro-Kann;
Seer 2.6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B10;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;ShashChess GZ 64-bit 4CPU;0,5;0,5;B13;Defensa Caro-Kann;
ShashChess GZ 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B13;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Velvet 5.2.0 64-bit 4CPU;1;0;B16;Defensa Caro-Kann;
Velvet 5.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B16;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Berserk 11.1 64-bit 4CPU;0,5;0,5;B17;Defensa Caro-Kann;
Berserk 11.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B17;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Booot 7.1 64-bit 4CPU;0,5;0,5;B17;Defensa Caro-Kann;
Booot 7.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B17;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.2 64-bit 4CPU;1;0;B19;Defensa Caro-Kann;
Dragon by Komodo 3.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B19;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Igel 3.4.0 64-bit 4CPU;0,5;0,5;B19;Defensa Caro-Kann;
Igel 3.4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B19;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Revenge 3.0 64-bit 4CPU;0,5;0,5;B19;Defensa Caro-Kann;
Revenge 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B19;Defensa Caro-Kann;
Caissa 1.9 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Caissa 1.9 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Marvin 6.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Marvin 6.2.0 64-bit 4CPU;1;0;B12;Defensa Caro-Kann;
Alexandria 4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B13;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Alexandria 4.0 64-bit 4CPU;0,5;0,5;B13;Defensa Caro-Kann;
Clover 6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B10;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Clover 6.0 64-bit 4CPU;0,5;0,5;B10;Defensa Caro-Kann;
Arasan 24.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B17;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Arasan 24.0 64-bit 4CPU;0,5;0,5;B17;Defensa Caro-Kann;
Rebel EAS 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B11;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Rebel EAS 64-bit 4CPU;1;0;B11;Defensa Caro-Kann;
Velvet 5.3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Velvet 5.3.0 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;rofChade 3.1 64-bit 4CPU;1;0;B19;Defensa Caro-Kann;
Ginkgo Valencia 1.01 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B11;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Ginkgo Valencia 1.01 64-bit 4CPU;1;0;B11;Defensa Caro-Kann;
Ethereal 14.25 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Ethereal 14.25 64-bit 4CPU;1;0;B12;Defensa Caro-Kann;
Berserk 12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B18;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Berserk 12 64-bit 4CPU;0,5;0,5;B18;Defensa Caro-Kann;
Caissa 1.13.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Caissa 1.13.1 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Viridithas 11.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B11;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Viridithas 11.0.0 64-bit 4CPU;1;0;B11;Defensa Caro-Kann;
Berserk 12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Berserk 12 64-bit 4CPU;1;0;B12;Defensa Caro-Kann;
Minic 3.39 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B15;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Minic 3.39 64-bit 4CPU;0,5;0,5;B15;Defensa Caro-Kann;
Obsidian 8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B15;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Obsidian 8.0 64-bit 4CPU;0,5;0,5;B15;Defensa Caro-Kann;
Obsidian 9.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Obsidian 9.0 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Caissa 1.15 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Caissa 1.15 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stormphrax 4.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B18;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Stormphrax 4.0.0 64-bit 4CPU;1;0;B18;Defensa Caro-Kann;
Clover 6.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B17;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Clover 6.1 64-bit 4CPU;0,5;0,5;B17;Defensa Caro-Kann;
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Arasan 24.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Arasan 24.1 64-bit 4CPU;0,5;0,5;B12;Defensa Caro-Kann;
Alexandria 6.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B18;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;0,5;0,5;B18;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;B10;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;B13;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;1;0;B10;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Ethereal 14.25 64-bit 4CPU;1;0;B10;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Clover 6.1 64-bit 4CPU;0,5;0,5;B13;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Obsidian 11.0 64-bit 4CPU;0,5;0,5;B13;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;B19;Defensa Caro-Kann;
Stockfish 16 64-bit 4CPU;Berserk 13 64-bit 4CPU;0,5;0,5;B18;Defensa Caro-Kann;
Berserk 13 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B18;Defensa Caro-Kann;
Seer 2.8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B17;Defensa Caro-Kann;
Clover 6.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C64;Defensa Cordel;
Stockfish 16 64-bit 4CPU;Clover 6.1 64-bit 4CPU;1;0;C64;Defensa Cordel;
Stockfish 16 64-bit 4CPU;Uralochka 3.39d 64-bit 4CPU;1;0;B11;Defensa Dos Caballos;
Uralochka 3.39d 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B11;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Wasp 6.50 64-bit 4CPU;1;0;B11;Defensa Dos Caballos;
Wasp 6.50 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B11;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Wasp 6.50 64-bit 4CPU;1;0;C58;Defensa Dos Caballos;
Wasp 6.50 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;C58;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Wasp 6.50 64-bit 4CPU;0,5;0,5;C55;Defensa Dos Caballos;
Wasp 6.50 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C55;Defensa Dos Caballos;
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C55;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;0,5;0,5;C55;Defensa Dos Caballos;
Rebel EAS 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B11;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Rebel EAS 64-bit 4CPU;1;0;B11;Defensa Dos Caballos;
Ginkgo Valencia 1.01 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B11;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Ginkgo Valencia 1.01 64-bit 4CPU;1;0;B11;Defensa Dos Caballos;
Berserk 12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C59;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Berserk 12 64-bit 4CPU;0,5;0,5;C59;Defensa Dos Caballos;
Viridithas 11.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B11;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Viridithas 11.0.0 64-bit 4CPU;1;0;B11;Defensa Dos Caballos;
Caissa 1.16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C55;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Caissa 1.16 64-bit 4CPU;0,5;0,5;C55;Defensa Dos Caballos;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C58;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;0,5;0,5;C58;Defensa Dos Caballos;
Booot 7.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;C58;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Booot 7.3 64-bit 4CPU;0,5;0,5;C58;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;C55;Defensa Dos Caballos;
Stockfish 16.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C55;Defensa Dos Caballos;
Stockfish 16 64-bit 4CPU;Revenge 3.0 64-bit 4CPU;1;0;B01;Defensa Escandinava;
Revenge 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B01;Defensa Escandinava;
Velvet 5.3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B01;Defensa Escandinava;
Stockfish 16 64-bit 4CPU;Velvet 5.3.0 64-bit 4CPU;0,5;0,5;B01;Defensa Escandinava;
Rebel EAS 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B01;Defensa Escandinava;
Stockfish 16 64-bit 4CPU;Rebel EAS 64-bit 4CPU;1;0;B01;Defensa Escandinava;
Booot 7.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B01;Defensa Escandinava;
Stockfish 16 64-bit 4CPU;Booot 7.2 64-bit 4CPU;1;0;B01;Defensa Escandinava;
Velvet 7.1.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B01;Defensa Escandinava;
Stockfish 16 64-bit 4CPU;Velvet 7.1.0 64-bit 4CPU;1;0;B01;Defensa Escandinava;
Igel 3.5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D11;Defensa Eslava;
Stockfish 16 64-bit 4CPU;Igel 3.5.0 64-bit 4CPU;0,5;0,5;D11;Defensa Eslava;
Stockfish 16 64-bit 4CPU;Revenge 3.0 64-bit 4CPU;1;0;D15;Defensa Eslava;
Revenge 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D15;Defensa Eslava;
Stockfish 16 64-bit 4CPU;Igel 3.4.0 64-bit 4CPU;1;0;D12;Defensa Eslava;
Igel 3.4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D12;Defensa Eslava;
Stockfish 16 64-bit 4CPU;SlowChess Blitz 2.9 64-bit 4CPU;0,5;0,5;D15;Defensa Eslava;
SlowChess Blitz 2.9 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D15;Defensa Eslava;
Stockfish 16 64-bit 4CPU;Rebel 16.2 64-bit 4CPU;0,5;0,5;D15;Defensa Eslava;
Rebel 16.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;D15;Defensa Eslava;
Stockfish 16 64-bit 4CPU;Velvet 5.2.0 64-bit 4CPU;1;0;D19;Defensa Eslava;
Velvet 5.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D19;Defensa Eslava;
Stockfish 16 64-bit 4CPU;RubiChess 20230410 64-bit 4CPU;0,5;0,5;D10;Defensa Eslava;
RubiChess 20230410 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D10;Defensa Eslava;
Stockfish 16 64-bit 4CPU;Clover 4.1 64-bit 4CPU;1;0;D18;Defensa Eslava;
Clover 4.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D18;Defensa Eslava;
Stockfish 16 64-bit 4CPU;Berserk 11.1 64-bit 4CPU;1;0;D17;Defensa Eslava;
Berserk 11.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D17;Defensa Eslava;
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D10;Defensa Eslava;
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;0,5;0,5;D10;Defensa Eslava;
Clover 6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D11;Defensa Eslava;
Stockfish 16 64-bit 4CPU;Clover 6.0 64-bit 4CPU;0,5;0,5;D11;Defensa Eslava;
